,texto,sentiment,probabilities
1015,"Ibovespa vai às mínimas do ano com piora no risco fiscal e pressão do exterior Índice perde o patamar de 125 mil pontos em dia de estresse geral entre os ativos locais, embora a queda da bolsa seja mais amena do que a alta do dólar e dos juros futuros",0,"[[0.9975211024284363, 0.0020709384698420763, 0.00040802385774441063]]"
1016,"Ibovespa vai às mínimas do ano com piora no risco fiscal e pressão do exterior Índice perde o patamar de 125 mil pontos em dia de estresse geral entre os ativos locais, embora a queda da bolsa seja mais amena do que a alta do dólar e dos juros futuros",0,"[[0.9975211024284363, 0.0020709384698420763, 0.00040802385774441063]]"
1017,"Ibovespa vai às mínimas do ano com piora no risco fiscal e pressão do exterior Índice perde o patamar de 125 mil pontos em dia de estresse geral entre os ativos locais, embora a queda da bolsa seja mais amena do que a alta do dólar e dos juros futuros",0,"[[0.9975211024284363, 0.0020709384698420763, 0.00040802385774441063]]"
1018,"Ibovespa vai às mínimas do ano com piora no risco fiscal e pressão do exterior Índice perde o patamar de 125 mil pontos em dia de estresse geral entre os ativos locais, embora a queda da bolsa seja mais amena do que a alta do dólar e dos juros futuros",0,"[[0.9975211024284363, 0.0020709384698420763, 0.00040802385774441063]]"
1019,"Ibovespa vai às mínimas do ano com piora no risco fiscal e pressão do exterior Índice perde o patamar de 125 mil pontos em dia de estresse geral entre os ativos locais, embora a queda da bolsa seja mais amena do que a alta do dólar e dos juros futuros",0,"[[0.9975211024284363, 0.0020709384698420763, 0.00040802385774441063]]"
1020,"Ibovespa vai às mínimas do ano com piora no risco fiscal e pressão do exterior Índice perde o patamar de 125 mil pontos em dia de estresse geral entre os ativos locais, embora a queda da bolsa seja mais amena do que a alta do dólar e dos juros futuros",0,"[[0.9975211024284363, 0.0020709384698420763, 0.00040802385774441063]]"
1021,"Ibovespa vai às mínimas do ano com piora no risco fiscal e pressão do exterior Índice perde o patamar de 125 mil pontos em dia de estresse geral entre os ativos locais, embora a queda da bolsa seja mais amena do que a alta do dólar e dos juros futuros",0,"[[0.9975211024284363, 0.0020709384698420763, 0.00040802385774441063]]"
1022,"Ibovespa vai às mínimas do ano com piora no risco fiscal e pressão do exterior Índice perde o patamar de 125 mil pontos em dia de estresse geral entre os ativos locais, embora a queda da bolsa seja mais amena do que a alta do dólar e dos juros futuros",0,"[[0.9975211024284363, 0.0020709384698420763, 0.00040802385774441063]]"
1023,"Ibovespa vai às mínimas do ano com piora no risco fiscal e pressão do exterior Índice perde o patamar de 125 mil pontos em dia de estresse geral entre os ativos locais, embora a queda da bolsa seja mais amena do que a alta do dólar e dos juros futuros",0,"[[0.9975211024284363, 0.0020709384698420763, 0.00040802385774441063]]"
1024,"Ibovespa vai às mínimas do ano com piora no risco fiscal e pressão do exterior Índice perde o patamar de 125 mil pontos em dia de estresse geral entre os ativos locais, embora a queda da bolsa seja mais amena do que a alta do dólar e dos juros futuros",0,"[[0.9975211024284363, 0.0020709384698420763, 0.00040802385774441063]]"
1025,"Ibovespa vai às mínimas do ano com piora no risco fiscal e pressão do exterior Índice perde o patamar de 125 mil pontos em dia de estresse geral entre os ativos locais, embora a queda da bolsa seja mais amena do que a alta do dólar e dos juros futuros",0,"[[0.9975211024284363, 0.0020709384698420763, 0.00040802385774441063]]"
1026,"Ibovespa vai às mínimas do ano com piora no risco fiscal e pressão do exterior Índice perde o patamar de 125 mil pontos em dia de estresse geral entre os ativos locais, embora a queda da bolsa seja mais amena do que a alta do dólar e dos juros futuros",0,"[[0.9975211024284363, 0.0020709384698420763, 0.00040802385774441063]]"
1027,"Ibovespa vai às mínimas do ano com piora no risco fiscal e pressão do exterior Índice perde o patamar de 125 mil pontos em dia de estresse geral entre os ativos locais, embora a queda da bolsa seja mais amena do que a alta do dólar e dos juros futuros",0,"[[0.9975211024284363, 0.0020709384698420763, 0.00040802385774441063]]"
1028,Ibovespa vira e opera em baixa com pressão do exterior e cautela de investidor local Mercados se ajustam após fortes quedas no dia anterior,0,"[[0.6416115164756775, 0.35489344596862793, 0.003495047567412257]]"
1029,"Ibovespa vira e passa a operar em queda apesar da alta da Petrobras O índice também tem correção técnica, após oito pregões consecutivas de avanços",2,"[[0.0010067546973004937, 0.2676112949848175, 0.7313819527626038]]"
1030,Ibovespa volta a operar em queda com nova piora no exterior  A alta firme das ações da Petrobras e o leve avanço dos papéis da Vale reduzem as perdas do índice local,2,"[[0.0009586531668901443, 0.005491611547768116, 0.9935497641563416]]"
1031,"Ibovespa volta a recuar pressionado por discussão fiscal Cena externa permanece no foco dos agentes, especialmente situação da economia chinesa e rumo dos juros nos EUA",0,"[[0.690349280834198, 0.29996004700660706, 0.009690651670098305]]"
1032,Ibovespa volta ao campo positivo com Petrobras e empresas sensíveis aos juros Papéis da petroleira sobem após a apresentação de relatório trimestral de produção,2,"[[0.00042204931378364563, 0.004741887096315622, 0.9948360919952393]]"
1033,Ibovespa volta ao campo positivo com impulso de commodities e indicadores dos EUA Recuperação parcial de ativos de risco internacionais também influencia negócios,2,"[[0.000354327930836007, 0.00948408991098404, 0.9901615381240845]]"
1034,Ibovespa volta ao campo positivo com melhora em Nova York Bolsas no exterior recuam após discurso do presidente do Fed e aumento dos juros pelo BCE,2,"[[0.00027326017152518034, 0.001615650486201048, 0.9981111288070679]]"
1035,"Ibovespa é novamente penalizado por alta dos juros e fecha no menor patamar desde junho Localmente, agentes também se atentaram à possível inclusão do projeto que extingue o mecanismo dos juros sobre capital próprio (JCP) na pauta da Câmara que discutirá a tributação dos investimentos offshore",0,"[[0.9875048995018005, 0.011485744267702103, 0.0010093665914610028]]"
1036,"Impasse deve manter teto de juros no rotativo dos cartões Sem acordo, bancos terão de seguir limite para as taxas previsto na lei do Desenrola, mas debate se estenderá para 2024",1,"[[0.0003904358600266278, 0.998892605304718, 0.0007169181481003761]]"
1037,Importados e vendas fracas aumentam a pressão sobre o varejo Redes fazem pedidos para a Black Friday em meio a ambiente competitivo incerto,0,"[[0.9951199889183044, 0.0043243044055998325, 0.000555635429918766]]"
1038,Impressão 3D em concreto deve elevar automação das obras Mão de obra escassa e ganhos ambientais estimulam pesquisa e adoção da tecnologia,1,"[[0.00037903693737462163, 0.89824378490448, 0.10137718915939331]]"
1039,Império amplia rede no Nordeste Varejista de eletro fundada por ex-sócio da Máquina de Vendas deve atingir 50 lojas,1,"[[0.0009193892474286258, 0.9965601563453674, 0.0025204219855368137]]"
1040,Inadimplência acende alerta para financeira de varejista Grandes redes apertam concessão para segurar índice de calotes,0,"[[0.7803855538368225, 0.21423161029815674, 0.005382816772907972]]"
1041,"Inadimplência alta em emissões internacionais Dados do J.P. Morgan mostram que a falta de pagamento de títulos privados brasileiros no exterior deve encerrar 2023 em 8,8%; para 2024 a previsão de especialistas é de melhora no cenário ",0,"[[0.8276468515396118, 0.1260528862476349, 0.046300243586301804]]"
1042,"Inadimplência de ‘bonds’ brasileiros é a maior em 7 anos J.P. Morgan calcula que emissores do país fecharão ano com default de 8,8%, mas especialistas esperam melhora em 2024",2,"[[0.3781576454639435, 0.1350969523191452, 0.48674532771110535]]"
1043,"Incerteza no Oriente Médio pressiona preço do petróleo Desde o início do conflito, em 7 de outubro, o preço do barril do Brent subiu 9% e do WTI, 6%",0,"[[0.9983457326889038, 0.0012446611654013395, 0.0004096366174053401]]"
1044,"Inclusão cresce, mas retenção precisa melhorar Estudos identificam uma maior relação entre o avanço das políticas de DE&I e a performance das organizações",2,"[[0.0006007982883602381, 0.05033988133072853, 0.9490593075752258]]"
1045,"Indústria e varejo têm estoques excessivos, mesmo com queda do juro e inflação controlada Situação indica demanda abaixo da esperada, diz economista do FGV Ibre",0,"[[0.9966206550598145, 0.0027935339603573084, 0.0005858332733623683]]"
1046,"Indústria eletroeletrônica vende 19% menos até maio Se alcançar a estabilidade neste ano, não conseguirá compensar a queda de 7,2% apurada em 2021 frente a 2020, segundo a Associação Nacional dos Fabricantes de Produtos Eletroeletrônicos ",0,"[[0.8289909362792969, 0.16603729128837585, 0.004971837159246206]]"
1047,"Indústria, saúde, agro e cidades inteligentes têm apoio da Finep para uso de IA Os projetos bancados têm em comum a inovação 4.0 — emprega um conjunto de tecnologias digitais para melhorar a produção e os serviços",1,"[[0.0003402008442208171, 0.9720823764801025, 0.02757740020751953]]"
1048,"Inflação abaixo do esperado nos EUA ajuda Ibovespa, que pode alcançar sete altas consecutivas Investidores seguem atentos ao impacto dos dados econômicos americanos no rumo da política monetária daquele país",2,"[[0.008780819363892078, 0.16489902138710022, 0.8263201713562012]]"
1049,Inflação cede e juros podem cair mais com ajuste fiscal sério Contenção do déficit pode acelerar cortes da Selic,2,"[[0.2145255208015442, 0.3840418756008148, 0.40143266320228577]]"
1050,Inflação entra para a lista de ‘desastres’ da crise climática Eventos extremos puxam os preços e despertam preocupação de bancos centrais e de economistas no Brasil e no mundo,0,"[[0.9553797841072083, 0.04320139065384865, 0.0014188336208462715]]"
1051,Inflação global acelera seu ritmo de queda Há bons motivos para acreditar que a inflação e os juros não serão tão baixos quanto antes nos países avançados,2,"[[0.02879413403570652, 0.4333009123802185, 0.5379049777984619]]"
1052,Inflação menor e reestruturações reduzem custos das companhias de capital aberto Houve desaceleração percentual no 2º trimestre tanto sobre o trimestre anterior quanto na comparação anual,2,"[[0.016609130427241325, 0.07864619791507721, 0.9047446846961975]]"
1053,"Inflação na Argentina na segunda semana de novembro foi de 2,2%, diz governo  Foram impactados por aumentos de preço acima da média o item alimentos e bebidas em armazém, frutas, carnes e alimentos regulados ",0,"[[0.562325656414032, 0.421806663274765, 0.01586773805320263]]"
1054,"Inflação pesa sobre ativos domésticos IPCA-15 supera projeções; Ibovespa perde força, mas registra forte valorização no ano",2,"[[0.0007668580510653555, 0.009278987534344196, 0.9899541139602661]]"
1055,"Inflação, royalties e dividendos menores explicam desaceleração da arrecadação, diz IFI  Instituição levanta a hipótese ainda de que a proposta de acabar com os Juros sobre Capital Próprio, apresentada pelo governo federal no fim de agosto, está influenciando negativamente a arrecadação",0,"[[0.8665825128555298, 0.13034296035766602, 0.00307451281696558]]"
1056,Instituições de fomento devem liderar financiamento Papel de bancos de desenvolvimento deve ser fundamental até que projetos ganhem viabilidade econômica,1,"[[0.0004783666518051177, 0.9852214455604553, 0.014300217851996422]]"
1057,"Integração com Banco Modal está quase finalizada, diz XP CEO acredita, contudo, que será preciso esperar entre a metade do ano que vem e 2025 para enxergar as sinergias reais da aquisição nos resultados",1,"[[0.0003163024375680834, 0.9902926683425903, 0.00939104799181223]]"
1058,"Integração de soluções financeiras aos negócios envolve vários setores Grandes players do varejo, utilities, saúde e telecom constituem o novo ecossistema financeiro digital, focado cada vez mais em transações tokenizadas",1,"[[0.0001453580189263448, 0.998885452747345, 0.000969190732575953]]"
1059,"Intenção de consumo das famílias tem primeira queda em 2 anos , diz CNC Para a entidade, o resultado do índice de dezembro “sinaliza maior cautela dos consumidores na reta final deste ano”",0,"[[0.9950632452964783, 0.004432606976479292, 0.0005041087861172855]]"
1060,"Intermediação, P2P, DeFi e mais: BC adianta temas que entrarão na regulação de criptoativos Exchanges serão reguladas como corretoras, porém levando-se em consideração as especificidades da tecnologia utilizada",1,"[[0.0001317856222158298, 0.9993114471435547, 0.0005567933549173176]]"
1061,Investidor aposta em outro ano bom para dívida local emergente Expectativa é de retornos substanciais com mudanças de política monetária antes de reversão de ciclo nas economias desenvolvidas,1,"[[0.00019259074178989977, 0.998458981513977, 0.0013484067749232054]]"
1062,"Investidor monta posição para queda de ações locais Volume de aluguel de papéis atinge 3,1% do valor de mercado da B3, um sinal de pressão sobre o mercado",1,"[[0.04278617352247238, 0.9528810381889343, 0.004332873970270157]]"
1063,Investidor pede mais para financiar dívida de varejistas Juro alto e inflação resistente prejudicam companhias cujas vendas dependem de crédito,0,"[[0.9939695596694946, 0.0050960201770067215, 0.0009344289428554475]]"
1064,"Investidor pune Americanas, ações afundam 94% e são excluídas de 14 índices da B3 Movimentação teve início após um fato relevante, publicado pela empresa no dia 11 de janeiro, indicando “inconsistências contábeis” bilionárias no  balanço",1,"[[0.029370266944169998, 0.9691587686538696, 0.0014709675451740623]]"
1065,"Investidores de CRI da Casas Bahia decidem não antecipar vencimento de dívida pela segunda vez no ano Em contrapartida, a varejista pagará um prêmio flat equivalente a 0,1% sobre o saldo do valor dos títulos acrescido de uma remuneração ",1,"[[0.0006880995933897793, 0.9978147745132446, 0.0014970832271501422]]"
1066,Investimento baixo e cenário sepultam tese do PIB potencial maior Resultados recentes levam grupo de economistas a considerar que país pouco avançou na capacidade de crescer sem pressionar a inflação,1,"[[0.19044406712055206, 0.7821051478385925, 0.02745075337588787]]"
1067,"Investimento de grandes empresas de consumo cresce 47% para R$ 19 bi Varejo e indústria investem mais neste ano, mas incertezas do novo governo pesam em 2023",2,"[[0.002434035064652562, 0.004314848221838474, 0.9932511448860168]]"
1068,"Investimento em 2024 será para atualização Recursos ficaram muito tempo represados, dizem diretores financeiros ouvidos pelo Ibef-SP",1,"[[0.32815030217170715, 0.6685891151428223, 0.003260550322011113]]"
1069,"Investimento estrangeiro tem novo tombo Com baixa de 43%, aportes têm pior outubro desde 2020, e BC vê tendência de queda",0,"[[0.9902565479278564, 0.00862395204603672, 0.0011195022379979491]]"
1070,"Investimento internacional fora das ‘caixinhas’ Ainda que os investimentos globais representem milhares de ativos descorrelacionados, é comum que parte da indústria os posicione dentro de uma caixa com características únicas",1,"[[0.00020420960208866745, 0.9991658926010132, 0.0006299607339315116]]"
1071,"Investimentos de empresas de consumo crescem 47% Apesar desse cenário, há maior prudência na liberação de recursos nos primeiros meses de 2023, até que se tenha clareza sobre compromisso com a estabilidade fiscal do governo eleito",2,"[[0.0006295549101196229, 0.004278211854398251, 0.9950922727584839]]"
1072,"Investir sim, mas num ambiente seguro e transparente Para investidores, cada crise no mercado de capitais pode ensejar novas possibilidades de negócio, mas, para legisladores, é uma oportunidade para prover inovações rumo aos desafios do futuro",1,"[[0.003484293818473816, 0.9634519219398499, 0.03306378051638603]]"
1073,"Isaac Sidney diz não ver cenário para fim dos aplicativos bancários Presidente do BC, Roberto Campos Neto chegou a dar declarações sobre a criação de um “super app” agregador",1,"[[0.00026502556283958256, 0.9993013143539429, 0.0004336169804446399]]"
1074,"Isenção a remessas pode formalizar comércio Sob críticas do varejo nacional, importação de até US$ 50 terá alíquota de 60% zerada",1,"[[0.00010992779425578192, 0.998153030872345, 0.001736959908157587]]"
1075,"Itaú Wealth incrementa fatia de mercado ‘ganhando em cima da nova concorrência’, diz Constantini Com os juros em queda, fluxo negativo que se viu neste ano no setor de fundos não deve se repetir, em especial nas carteiras de retorno absoluto como os multimercados",2,"[[0.43265658617019653, 0.03938451409339905, 0.5279589891433716]]"
1076,"Itaú corta projeção para Selic em 2024 e vê dólar a R$ 4,90 com melhora externa Economistas projetam agora a taxa básica de juros a 9% no fim do ciclo de afrouxamento monetário",2,"[[0.0004188613675069064, 0.006724480539560318, 0.9928566217422485]]"
1077,"Itaú e Bradesco ganham com migração de fortunas da AL para Miami Por causa desse movimento, o Bradesco aumentou o número de funcionários na área de Miami e o Itaú abriu mais de 1.000 contas na cidade americana em 2023, bem acima da média histórica",2,"[[0.00027733674505725503, 0.0015626323875039816, 0.9981600642204285]]"
1078,"Itaú e Magalu dentro; XP e PicPay fora: Quem abraçou e desistiu de levar criptomoedas ao investidor do varejo Além de novas empresas aderindo ao mercado cripto, outras plataformas há mais tempo em operação estão se consolidando e sofisticando seus serviços e processos",1,"[[0.00016860989853739738, 0.997307300567627, 0.00252406089566648]]"
1079,Itaú vê espaço para aceleração nos cortes de juros e para bolsa andar O banco aconselha que os clientes mantenham a exposição a ações brasileiras em um nível neutro,1,"[[0.00042434182250872254, 0.9722869396209717, 0.027288764715194702]]"
1080,J.P. Morgan amplia seu domínio nos EUA Resultado da instituição financeira representou quase um quinto do lucro total do setor,1,"[[0.00011278612510068342, 0.999180257320404, 0.0007069606217555702]]"
1081,"J.P.Morgan vê grau de investimento e crescimento do PIB como novos gatilhos para ativos locais O Ibovespa, ao renovar o recorde e fechar aos 131.851 nesta terça, passou a acumular ganhos anuais de 20,15% em reais e 30,5% em dólares e se aproximou ainda mais da projeção do J.P.Morgan para o índice, de 135 mil pontos ao fim de 2023",2,"[[0.0002897958620451391, 0.0008827138808555901, 0.9988275170326233]]"
1082,"JD.com vence processo antimonopólio contra Alibaba na China  Alibaba Group pagará multa de  US$ 140,7 milhões por práticas monopolísticas na China",0,"[[0.9949885010719299, 0.0031442735344171524, 0.0018671464640647173]]"
1083,"Jobim, da Legacy, diz que juro é grande aposta e vê Selic a 8,5% Gestora destaca composição benigna da inflação e o ambiente externo mais ameno ",2,"[[0.001407846575602889, 0.3392481207847595, 0.6593440175056458]]"
1084,Jovem Nerd lança estúdio Nonsense Creations para produzir conteúdos ao mercado O estúdio não irá se limitar aos conteúdos de nicho e entra no mercado para atender todo tipo de cliente,1,"[[0.00010415419092169032, 0.999431312084198, 0.00046450592344626784]]"
1085,Juro alto inibe promoções do varejo na Black Friday Condições comerciais oferecidas mostram cautela maior das varejistas e plataformas on-line neste ano,0,"[[0.7533001899719238, 0.24407804012298584, 0.002621749183163047]]"
1086,"Juro avança e alavancagem mais que dobra em consumo e serviços Temor é efeito nocivo de Selic alta por mais tempo, mas ajustes já feitos podem ajudar em 2023",2,"[[0.0005878587253391743, 0.00968626607209444, 0.9897258877754211]]"
1087,"Juro e Trump: riscos para o Brasil em 2024 Dinâmica das taxas nos EUA continuará a ditar humor dos ativos de risco, em ambiente de polarização rumo a eleição americana",0,"[[0.823415994644165, 0.1742539405822754, 0.0023301111068576574]]"
1088,"Juro em queda e novas normas aproximam dados de BC e Secex Para economistas, redução da diferença nos números torna as já favoráveis projeções ainda mais confortáveis",2,"[[0.0002774439344648272, 0.003446256509050727, 0.996276319026947]]"
1089,"Juro inibe ações agressivas na Black Friday Varejistas esticam período promocional, mas são mais cautelosas em cashback, prazos e fretes",0,"[[0.9809531569480896, 0.01844007708132267, 0.0006067919894121587]]"
1090,"Juros curtos fecham em leve alta após PIB acima das estimativas A taxa do DI para janeiro de 2025 avançou de 10,33% do ajuste de ontem para 10,38% e a do DI para janeiro de 2029 oscilou de 10,605% para 10,60%",2,"[[0.0006632229778915644, 0.037844110280275345, 0.961492657661438]]"
1091,"Juros e câmbio buscam direção em meio à pausa no rali global O real pode ser orientado por fatores locais no pregão de hoje, como a divulgação do IBC-Br e as votações de matérias importantes no Congresso",1,"[[0.00015874124073889107, 0.9991931319236755, 0.0006481495220214128]]"
1092,"Juros enfrentam obstáculos para nova rodada de queda em 2024 Mercados já colocam Selic em torno de 9% ao fim do próximo ano, nível similar ao das expectativas dos economistas",0,"[[0.6278179883956909, 0.36530566215515137, 0.006876325234770775]]"
1093,Juros futuros acompanham dinâmica dos títulos dos EUA e voltam a cair ,1,"[[0.00012543736374936998, 0.9994924068450928, 0.0003821133286692202]]"
1094,"Juros futuros avançam em prazos longos, acompanhando Treasuries Os investidores também aguardam a divulgação do Relatório de Inflação, que, junto com a ata, pode orientar apostas para a sequência do ciclo de afrouxamento monetário no país",1,"[[0.00019500123744364828, 0.9977353811264038, 0.002069516573101282]]"
1095,"Juros futuros caem em dia de liquidez reduzida de negócios No radar dos agentes está a queda nas projeções de inflação e de Selic no boletim Focus, bem como o anúncio de medidas de arrecadação a ser divulgado pelo ministro da Fazenda, Fernando Haddad",0,"[[0.9926585555076599, 0.006814203225076199, 0.000527289230376482]]"
1096,"Juros futuros caem às mínimas após dados de emprego dos EUA e dão força ao Ibovespa O movimento mais forte dos ativos domésticos veio após o relatório Jolts mostrar abertura de 9,9 milhões de vagas de trabalho em aberto nos EUA em fevereiro, nível inferior ao esperado pelo consenso do mercado",0,"[[0.7439022064208984, 0.2439669668674469, 0.012130806222558022]]"
1097,"Juros futuros exibem leve alta após ‘payroll’ acima do consenso nos EUA Relatório de emprego ligeiramente acima do esperado impõe pressão às curvas globais e afasta, momentaneamente, o otimismo com a antecipação dos cortes de juros pelo Fed",1,"[[0.3421371281147003, 0.5937951803207397, 0.06406769901514053]]"
1098,"Juros futuros exibem leve queda, com exterior e ata do Copom Segundo analistas, documento afastou, por ora, a possibilidade de uma aceleração no ritmo de cortes da Selic no curto prazo",1,"[[0.26599133014678955, 0.7302157282829285, 0.0037929690442979336]]"
1099,"Juros futuros fecham em leve queda com Treasuries e agenda econômica no foco A taxa do DI para janeiro de 2025 caiu de 10,11% no ajuste anterior para 10,09% e a do DI para janeiro de 2029 oscilou de 10,25% para 10,21%",0,"[[0.5072072744369507, 0.48808416724205017, 0.004708534572273493]]"
1100,"Juros futuros fecham em queda após números de inflação no Brasil e nos EUA próximos do consenso Composição do CPI trouxe certa cautela aos agentes financeiros e pressionou Treasuries, mas taxas dos títulos americanos voltaram a cair e deram algum alívio ao ambiente doméstico",1,"[[0.2008233219385147, 0.7630901336669922, 0.03608649596571922]]"
1101,"Juros futuros fecham em queda com gasolina, cenário externo e IBC-Br no foco A taxa do DI para janeiro de 2025 caiu de 11,175% no ajuste anterior para 11,075% e a do contrato para janeiro de 2029 cedeu de 11,715% para 11,64%",1,"[[0.13941064476966858, 0.8523948788642883, 0.0081945126876235]]"
1102,Juros futuros fecham perto da estabilidade antes da ata do Copom Sessão foi marcada pela liquidez bastante reduzida de negócios,1,"[[0.30450940132141113, 0.6887519359588623, 0.0067386869341135025]]"
1103,"Juros futuros fecham perto da estabilidade com agentes monitorando o Congresso A taxa do DI para janeiro de 2025 passou de 10,16% no ajuste anterior para 10,11% e a do DI para janeiro de 2029 recuou de 10,305% para 10,24%",1,"[[0.007086238823831081, 0.9712741374969482, 0.021639660000801086]]"
1104,"Juros futuros fecham perto da estabilidade à espera de dados de emprego dos EUA A taxa do DI para janeiro de 2025 permaneceu nos 10,32%, mesmo nível do ajuste anterior e a do DI para  janeiro de 2027 oscilou de 10,075% para 10,085%",1,"[[0.0021064337342977524, 0.6479251980781555, 0.3499683439731598]]"
1105,"Juros futuros fecham perto da estabilidade à espera de dados de inflação no Brasil e nos EUA A taxa do DI para janeiro de 2025 recuou de 10,34% do ajuste anterior para 10,32% e a do DI para janeiro de 2029 encerrou o dia aos 10,54%, mesma marca da sessão da última sexta (8)",1,"[[0.40986573696136475, 0.43514853715896606, 0.154985710978508]]"
1106,"Juros futuros recuam com ata do Copom, exterior e rating soberano no radar A taxa di DI para janeiro de 2026 recuou de 9,655% para 9,625% e a do DI para janeiro de 2029 cedeu de 10,20% para 10,14%",0,"[[0.8908959031105042, 0.10673582553863525, 0.0023683058097958565]]"
1107,"Juros futuros recuam com números de inflação no Brasil e nos EUA próximos do consenso Composição do CPI, no entanto, trouxe certa cautela aos agentes financeiros e exerceu alguma pressão de alta nos Treasuries, que se afastaram das mínimas e se refletiram nas taxas locais",0,"[[0.9713276624679565, 0.02561585232615471, 0.0030564935877919197]]"
1108,"Juros futuros recuam com perspectiva de início de corte das taxas no exterior A taxa do DI para janeiro de 2025 passou de 10,375% do ajuste anterior para 10,325% e a do DI para janeiro de 2029 recuou de 10,60% para 10,53%",1,"[[0.004109831526875496, 0.9882305860519409, 0.007659618277102709]]"
1109,"Juros futuros rondam ajustes em início de semana movimentada nos mercados Além das decisões de política monetária no Brasil, nos Estados Unidos, zona do euro e Reino Unido, investidores também conhecerão os dados sobre preços no país e nos EUA",1,"[[0.0014550084015354514, 0.9849799275398254, 0.013565015979111195]]"
1110,"Juros futuros se afastam das mínimas, com agentes monitorando agenda econômica no Congresso Movimento de realização de lucros foi disparado pela derrota do governo na matéria da desoneração da folha de pagamentos",0,"[[0.9565959572792053, 0.038588814437389374, 0.004815238527953625]]"
1111,Juros futuros voltam a perder força Cenário externo e queda expressiva do petróleo influenciaram as taxas; Ibovespa terminou no vermelho puxado pela desvalorização das ações da Petrobras,1,"[[0.2664279043674469, 0.7275151610374451, 0.006056922487914562]]"
1112,Justa emitirá 1º cartão de fintech da Amex para PJ O projeto será feito em parceria com a CSU Digital,1,"[[0.0001254247617907822, 0.9995368719100952, 0.0003376742242835462]]"
1113,Justiça Federal garante a produtor rural direito de receber seguro agrícola  Valores referentes a duas safras deverão ser pagos pelo Banco Central a um produtor de soja,1,"[[0.0002891886106226593, 0.9947517514228821, 0.004959042649716139]]"
1114,Justiça bloqueia três fundos cripto e afasta Titanium Asset da gestão Decisão tem caráter temporário e vale enquanto a Polícia Federal investiga um suposto esquema de pirâmide,1,"[[0.013836302794516087, 0.9849287867546082, 0.0012348949676379561]]"
1115,Justiça de SP suspende ação de produção antecipada de provas movida pelo Bradesco contra a Americanas Americanas questionou na Justiça a imparcialidade da Kroll como perita contratada pelo Bradesco no processo para analisar o conteúdo de e-mails trocados por executivos da varejista,0,"[[0.5133276581764221, 0.47656702995300293, 0.010105326771736145]]"
1116,"Justiça extingue ação trabalhista dos irmãos fundadores da Kabum A defesa dos fundadores da KaBuM deve recorrer, por entender que o caso deve ser tratado na Justiça do Trabalho. O contrato entre Kabum e a dupla seguia a CLT",1,"[[0.022524219006299973, 0.9748126864433289, 0.0026631576474756002]]"
1117,"Kabum, Itaú BBA e Magazine Luiza: Entenda o papel de cada um na briga judicial Itaú BBA é acusado de conflito de interesses pela atuação na venda da varejista on-line",0,"[[0.5516215562820435, 0.43375590443611145, 0.014622503891587257]]"
1118,Klein abre nova disputa contra a gestão da Via Dono de 10% da companhia critica remuneração da diretoria,0,"[[0.8075243830680847, 0.17888633906841278, 0.013589253649115562]]"
1119,"Kora Saúde vende quase R$ 200 milhões em recebíveis a bancos Segundo a empresa, as operações tiveram por finalidade otimizar a administração do caixa, buscando assegurar sua posição financeira",1,"[[0.0002480003167875111, 0.9890338182449341, 0.010718187317252159]]"
1120,Levantamento aponta queda nas emissões de usinas termelétricas em 2022 Redução registrada nas 72 termelétricas conectadas ao Sistema Interligado Nacional é reflexo de um período de condições climáticas favoráveis à geração hidrelétrica após a crise hídrica,1,"[[0.46599578857421875, 0.5292105078697205, 0.0047937422059476376]]"
1121,Liqi encerra corretora para focar em tokenização e crypto as a service Empresa planeja tokenizar R$ 500 milhões em ativos em 2024 vindo com força total no b2b,1,"[[0.00011286001972621307, 0.9966637492179871, 0.0032233044039458036]]"
1122,Lira pautará projeto para reverter portaria que alterou trabalho aos domingos e feriados Ato do Ministério do Trabalho condicionou expediente no comércio a acordo coletivo entre sindicatos patronal e laboral ,1,"[[0.000898664933629334, 0.9645292162895203, 0.034572046250104904]]"
1123,"Lira reforça compromisso com debate de reforma administrativa e diz que Brasil precisa ser o país do hoje Debater a reforma administrativa é enfrentar desafio, diz presidente da Câmara",1,"[[0.003928625490516424, 0.6533902287483215, 0.3426811099052429]]"
1124,Livelo e Banco Industrial do Brasil fecham parceria e possibilitam transferência de pontos Cada ponto BIB transferido para o programa de recompensas equivale a 1 ponto Livelo e os pontos serão creditados em até 48 horas,1,"[[0.00010834807471837848, 0.998751163482666, 0.0011404985561966896]]"
1125,"Livelo, empresa de fidelidade de Bradesco e BB, tem lucro de R$ 1 bilhão em 2023 Companhia tem 45 milhões de clientes e registrou receita de R$ 5,4 bilhões no ano passado",1,"[[0.00019739601702895015, 0.9977238774299622, 0.0020787003450095654]]"
1126,"Livelo, empresa de fidelidade de Bradesco e BB, tem lucro de R$ 1 bilhão em 2023 Companhia tem 45 milhões de clientes e registrou receita de R$ 5,4 bilhões no ano passado",1,"[[0.00019739601702895015, 0.9977238774299622, 0.0020787003450095654]]"
1127,"Livelo, empresa de fidelidade de Bradesco e BB, tem lucro de R$ 1 bilhão em 2023 Companhia tem 45 milhões de clientes e registrou receita de R$ 5,4 bilhões no ano passado",1,"[[0.00019739601702895015, 0.9977238774299622, 0.0020787003450095654]]"
